food_code,food_code_description,category_number,category_description
27341050,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",3004,Poultry mixed dishes
27341055,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",3004,Poultry mixed dishes
27341060,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",3004,Poultry mixed dishes
27341310,"Chicken or turkey stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",3004,Poultry mixed dishes
27341320,"Chicken or turkey stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",3004,Poultry mixed dishes
27341510,"Chicken or turkey stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",3004,Poultry mixed dishes
27341520,"Chicken or turkey stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato- based sauce",3004,Poultry mixed dishes
27343010,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",3004,Poultry mixed dishes
27343020,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",3004,Poultry mixed dishes
27343410,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",3004,Poultry mixed dishes
27343420,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",3004,Poultry mixed dishes
27343470,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",3004,Poultry mixed dishes
27343480,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",3004,Poultry mixed dishes
27343510,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",3004,Poultry mixed dishes
27343520,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",3004,Poultry mixed dishes
27343910,Chicken or turkey chow mein or chop suey with noodles,3402,Fried rice and lo/chow mein
27343950,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",3004,Poultry mixed dishes
27343960,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",3004,Poultry mixed dishes
27345010,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",3004,Poultry mixed dishes
27345020,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",3004,Poultry mixed dishes
27345210,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",3004,Poultry mixed dishes
27345220,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",3004,Poultry mixed dishes
27345230,"Chicken or turkey, rice, corn, and cheese, with gravy",3004,Poultry mixed dishes
27345310,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",3404,Stir-fry and soy-based sauce mixtures
27345320,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",3404,Stir-fry and soy-based sauce mixtures
27345410,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",3004,Poultry mixed dishes
27345420,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",3004,Poultry mixed dishes
27345440,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",3004,Poultry mixed dishes
27345450,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",3004,Poultry mixed dishes
27345510,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",3004,Poultry mixed dishes
27345520,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",3004,Poultry mixed dishes
27347100,"Pot pie, chicken",3004,Poultry mixed dishes
27347200,"Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",3004,Poultry mixed dishes
27347210,"Chicken or turkey,stuffing, and vegetables excluding carrots, broccoli, and dark green leafy; no sauce",3004,Poultry mixed dishes
27347220,"Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",3004,Poultry mixed dishes
27347230,"Chicken or turkey, stuffing, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",3004,Poultry mixed dishes
27347240,"Chicken or turkey, dumplings, and vegetables including carrots, broccoli, and/or dark green leafy; gravy",3004,Poultry mixed dishes
27347250,"Chicken or turkey, dumplings, and vegetables excluding carrots, broccoli, and dark green leafy; gravy",3004,Poultry mixed dishes
27348100,"Chicken fricassee, Puerto Rican style",3004,Poultry mixed dishes
27350020,Paella with seafood,3202,Rice mixed dishes
27350030,"Seafood stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",3006,Seafood mixed dishes
27350050,Shrimp chow mein or chop suey with noodles,3402,Fried rice and lo/chow mein
27350060,"Shrimp creole, with rice",3006,Seafood mixed dishes
27350070,Tuna pot pie,3006,Seafood mixed dishes
27350080,"Tuna noodle casserole with vegetables, cream or white sauce",3006,Seafood mixed dishes
27350090,"Fish, noodles, and vegetables including carrots, broccoli, and/or dark green leafy; cheese sauce",3006,Seafood mixed dishes
27350100,"Fish, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",3006,Seafood mixed dishes
27350110,Bouillabaisse,3006,Seafood mixed dishes
27350200,Oyster pie,3006,Seafood mixed dishes
27350310,"Seafood stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",3006,Seafood mixed dishes
27350410,Tuna noodle casserole with vegetables and mushroom sauce,3006,Seafood mixed dishes
27351010,"Codfish with starchy vegetables, Puerto Rican style",3006,Seafood mixed dishes
27351030,"Stewed codfish, Puerto Rican style",3006,Seafood mixed dishes
27351040,"Biscayne codfish, Puerto Rican style",3006,Seafood mixed dishes
27360000,"Stew, NFS",3002,Meat mixed dishes
27360010,"Goulash, NFS",3002,Meat mixed dishes
27360050,"Meat pie, NFS",3002,Meat mixed dishes
27360080,"Chow mein or chop suey, NS as to type of meat, with noodles",3402,Fried rice and lo/chow mein
27360090,"Paella, NFS",3202,Rice mixed dishes
27360100,Brunswick stew,3002,Meat mixed dishes
27360120,"Chow mein or chop suey, various types of meat, with noodles",3402,Fried rice and lo/chow mein
27361010,"Stewed variety meats, mostly liver, Puerto Rican style",3002,Meat mixed dishes
27362000,"Stewed tripe, with potatoes, Puerto Rican style",3002,Meat mixed dishes
27363000,Gumbo with rice,3006,Seafood mixed dishes
27363100,Jambalaya with meat and rice,3202,Rice mixed dishes
27410210,"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",3002,Meat mixed dishes
27410220,"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",3002,Meat mixed dishes
27410250,"Beef shish kabob with vegetables, excluding potatoes",3002,Meat mixed dishes
27411100,"Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",3002,Meat mixed dishes
27411120,Swiss steak,3002,Meat mixed dishes
27411150,"Beef rolls, stuffed with vegetables or meat mixture, tomato-based sauce",3002,Meat mixed dishes
27411200,"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",3002,Meat mixed dishes
27414100,"Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce",3002,Meat mixed dishes
27414200,"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce",3002,Meat mixed dishes
27415100,"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",3404,Stir-fry and soy-based sauce mixtures
27415110,Beef and broccoli,3404,Stir-fry and soy-based sauce mixtures
27415120,"Beef, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",3404,Stir-fry and soy-based sauce mixtures
27415130,Szechuan beef,3404,Stir-fry and soy-based sauce mixtures
27415140,Hunan beef,3404,Stir-fry and soy-based sauce mixtures
27415150,"Beef chow mein or chop suey, no noodles",3402,Fried rice and lo/chow mein
27415170,Kung Pao beef,3404,Stir-fry and soy-based sauce mixtures
27415200,"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",3404,Stir-fry and soy-based sauce mixtures
27415220,"Beef, tofu, and vegetables excluding carrots, broccoli,  and dark-green leafy; no potatoes, soy-based sauce",3404,Stir-fry and soy-based sauce mixtures
27416100,"Beef and vegetables, Hawaiian style",3002,Meat mixed dishes
27416150,Pepper steak,3002,Meat mixed dishes
27416200,"Beef, ground, with egg and onion",3002,Meat mixed dishes
27416250,Beef salad,3002,Meat mixed dishes
27416300,"Beef taco filling: beef, cheese, tomato, taco sauce",3502,Burritos and tacos
27416400,Stir fried beef and vegetables in soy sauce,3404,Stir-fry and soy-based sauce mixtures
27416450,"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",3002,Meat mixed dishes
27416500,"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy",3002,Meat mixed dishes
27418110,Seasoned shredded soup meat,3002,Meat mixed dishes
27418210,"Beef stew with vegetables excluding potatoes, Puerto Rican style",3002,Meat mixed dishes
27418310,"Corned beef with tomato sauce and onion, Puerto Rican style",3002,Meat mixed dishes
27418410,"Beef steak with onions, Puerto Rican style",3002,Meat mixed dishes
27420010,Cabbage with ham hocks,3002,Meat mixed dishes
27420020,Ham or pork salad,3002,Meat mixed dishes
27420040,Frankfurters or hot dogs and sauerkraut,3002,Meat mixed dishes
27420060,"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",3002,Meat mixed dishes
27420080,Greens with ham or pork,6411,Other dark green vegetables
27420100,"Pork, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-base sauce",3404,Stir-fry and soy-based sauce mixtures
27420110,"Pork and vegetables, Hawaiian style",3404,Stir-fry and soy-based sauce mixtures
27420120,Pork and watercress with soy-based sauce,3404,Stir-fry and soy-based sauce mixtures
27420150,Kung Pao pork,3404,Stir-fry and soy-based sauce mixtures
27420160,"Moo Shu pork, without Chinese pancake",3404,Stir-fry and soy-based sauce mixtures
27420170,Pork and onions with soy-based sauce,3404,Stir-fry and soy-based sauce mixtures
27420200,Pork hash,3002,Meat mixed dishes
27420250,"Ham and vegetables including carrots broccoli, and/or dark- green leafy; no potatoes, no sauce",3002,Meat mixed dishes
27420270,"Ham and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",3002,Meat mixed dishes
27420350,"Pork and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",3002,Meat mixed dishes
27420370,"Pork, tofu, and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",3404,Stir-fry and soy-based sauce mixtures
27420390,"Pork chow mein or chop suey, no noodles",3402,Fried rice and lo/chow mein
27420400,"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",3002,Meat mixed dishes
27420410,"Pork and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",3002,Meat mixed dishes
27420450,"Sausage and vegetables including  carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",3002,Meat mixed dishes
27420460,"Sausage and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",3002,Meat mixed dishes
27420470,"Sausage and peppers, no sauce",3002,Meat mixed dishes
27420500,"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",3404,Stir-fry and soy-based sauce mixtures
27420510,"Pork and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, soy-based sauce",3404,Stir-fry and soy-based sauce mixtures
27420520,"Pork shish kabob with vegetables, excluding potatoes",3002,Meat mixed dishes
27421010,"Stuffed christophine, Puerto Rican style",3002,Meat mixed dishes
27422010,"Pork chop stewed with vegetables, Puerto Rican style",3002,Meat mixed dishes
27430400,"Lamb or mutton stew with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",3002,Meat mixed dishes
27430410,"Lamb or mutton stew with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy",3002,Meat mixed dishes
27430500,"Veal goulash with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",3002,Meat mixed dishes
27430510,"Veal goulash with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",3002,Meat mixed dishes
27430580,"Veal with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cream or white sauce",3002,Meat mixed dishes
27430590,"Veal with vegetables excluding carrots, broccoli, and dark-green leafy; and potatoes, cream or white sauce",3002,Meat mixed dishes
27430610,"Lamb shish kabob with vegetables, excluding potatoes",3002,Meat mixed dishes
27440110,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",3004,Poultry mixed dishes
27440120,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",3004,Poultry mixed dishes
27440130,"Chicken or turkey shish kabob with vegetables, excluding potatoes",3004,Poultry mixed dishes
27441120,"Chicken or turkey creole, without rice",3004,Poultry mixed dishes
27442110,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",3004,Poultry mixed dishes
27442120,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy",3004,Poultry mixed dishes
